file_name,tsne_norm_x,tsne_norm_y,tsne_raw_x,tsne_raw_y,umap_norm_x,umap_norm_y,lda_norm_x,lda_norm_y,class_id,class_name,camera_id
S029C002P048R002A115.skeleton,-25.447336,16.115334,0.42134455,52.274803,11.344072,3.2126932,0.07199639,1.3213965,115,take a photo,2
S014C002P019R002A001.skeleton,-46.93701,-30.96072,22.29233,-29.196009,10.195906,-3.8311324,1.7241904,-3.2167053,1,drink water,2
S003C001P015R001A057.skeleton,-38.023132,14.781431,-27.904049,-55.48051,12.189873,3.224719,1.3376906,-0.9394719,57,touch pocket,1
S027C001P081R002A111.skeleton,-19.591238,-21.549334,11.6187525,51.157074,10.802325,-1.8358443,0.45627844,0.47917598,111,step on foot,1
S007C003P017R001A014.skeleton,16.902025,-48.30419,-54.831787,-18.805367,13.404327,0.1328534,-0.2213133,-0.78059876,14,put on jacket,3
S012C003P008R001A027.skeleton,22.660418,-39.900417,13.594389,-7.4289727,8.919482,-2.0333114,-0.62418425,0.6494737,27,jump up,3
S003C002P001R001A020.skeleton,40.183575,34.419582,-71.20979,4.4334764,13.975001,8.260275,0.62539816,-0.017247677,20,put on a hat/cap,2
S027C001P011R002A112.skeleton,34.98292,-43.059444,20.696482,18.683746,7.7311673,-1.8461185,-1.409979,0.7360859,112,high-five,1
S007C002P017R002A016.skeleton,40.46838,44.686687,37.407974,-16.097198,14.211362,7.5906353,-0.11457594,-1.182828,16,put on a shoe,2
S032C003P103R001A096.skeleton,-31.888739,-54.85346,1.3460522,4.7168674,10.850219,-3.6334,1.6001539,-0.9887478,96,cross arms,3
S016C003P039R001A011.skeleton,10.544046,48.001392,-19.130087,-61.29328,11.662175,7.1855454,0.49763882,-0.38494796,11,reading,3
S002C001P007R001A035.skeleton,32.16506,-31.342985,-50.770767,3.6765525,8.79161,-0.01497759,-4.4139533,-0.10705519,35,nod head/bow,1
S031C001P041R002A061.skeleton,-11.6442375,-26.614794,-10.437,-19.961626,10.767817,-1.8554552,2.6352427,2.3940852,61,put on headphone,1
S016C001P007R001A014.skeleton,10.44656,-47.64569,44.545383,25.174232,13.0161295,0.15023804,1.3864255,1.3633198,14,put on jacket,1
S002C003P003R002A007.skeleton,-3.5947108,58.688774,-66.82096,-23.901402,9.066362,8.178599,1.5933015,-0.04500537,7,throw,3
S030C002P093R001A069.skeleton,-35.104713,21.361534,-21.985052,-1.146471,11.952948,3.8128772,1.8094274,-0.21644181,69,thumb up,2
S003C002P015R001A033.skeleton,-40.643562,9.473834,-58.84794,-18.086197,12.5707655,2.6691484,1.3488479,-0.8483766,33,check time (from watch),2
S012C002P008R002A021.skeleton,65.93991,17.33376,60.644573,15.350534,14.549778,10.799279,1.7687355,1.3592986,21,take off a hat/cap,2
S029C002P048R002A096.skeleton,-31.50651,-55.072968,14.748838,-20.718672,11.042303,-3.4475796,1.0421727,0.8336669,96,cross arms,2
S028C003P046R001A090.skeleton,4.4760733,-63.312534,-9.075152,0.9952265,12.977529,-0.95984876,0.94612795,0.014743775,90,take object out of bag,3
S012C002P015R001A027.skeleton,-19.62085,24.953735,16.923939,-38.36548,10.854921,4.4252343,0.0148365125,-0.93535626,27,jump up,2
S017C003P008R001A055.skeleton,-9.385396,40.814037,-1.9802985,-4.387935,9.188819,6.6354275,-1.4773021,-0.6007633,55,hugging,3
S012C001P025R002A016.skeleton,4.880192,-5.722033,42.514545,21.192314,9.658868,2.4259703,-2.6638122,-0.071866274,16,put on a shoe,1
S011C002P038R002A030.skeleton,37.588108,44.13819,-29.218908,-11.498185,14.133626,7.4749336,1.0745056,-0.62401813,30,type on a keyboard,2
S009C002P016R002A038.skeleton,-38.258785,-16.606348,-57.031147,-16.45007,11.477865,-0.21078765,1.7048117,2.3462667,38,salute,2
S028C002P073R002A075.skeleton,-48.643234,-39.87909,-28.112783,-21.24296,10.450068,-4.1957407,1.4151697,-2.3187957,75,cutting nails,2
S030C003P094R002A118.skeleton,12.987926,2.9546516,-25.171824,-28.44842,8.914251,3.333933,0.5014576,0.39396587,118,exchange things,3
S013C001P017R001A007.skeleton,-18.125412,0.6759736,-27.780888,56.099133,11.551125,1.6503195,-0.18126872,1.3059161,7,throw,1
S005C003P004R002A019.skeleton,37.833817,17.901773,53.56275,-37.02077,13.295778,8.579401,0.97865236,0.09636161,19,take off glasses,3
S003C003P008R001A005.skeleton,-11.180406,-8.786286,-67.81643,-24.051634,10.732086,-0.71558344,-0.35848317,-0.5863073,5,drop,3
S025C003P065R002A081.skeleton,-5.8839583,59.624683,-17.586733,67.88724,9.089039,7.9630938,0.334598,-0.6174717,81,toss a coin,3
S003C003P008R001A035.skeleton,33.03063,-21.972355,-50.33856,-27.580952,8.300834,0.14685073,-4.6741314,-0.0892148,35,nod head/bow,3
S032C001P043R001A095.skeleton,-24.370619,-43.557297,8.547805,55.527493,11.654156,-3.1512792,2.2753212,3.3999867,95,capitulate,1
S013C001P016R002A028.skeleton,-18.4474,-10.387881,-60.90373,-2.8022923,11.710725,-0.4599909,1.7140489,1.6103263,28,phone call,1
S019C001P048R002A062.skeleton,-10.68695,-27.521967,47.22596,-25.204596,10.843028,-1.7511302,2.025617,1.7836664,62,take off headphone,1
S014C001P027R001A048.skeleton,-2.2048268,-46.78031,22.892477,-31.92701,12.563259,-2.4601998,-1.4997264,-1.5480363,48,nausea/vomiting,1
S012C003P019R002A035.skeleton,36.701504,-10.951127,-14.128882,22.838284,7.5746603,1.2878115,-4.29247,-1.2459315,35,nod head/bow,3
S029C003P051R001A073.skeleton,11.601124,32.09017,-29.631409,9.036399,10.400575,2.0748713,1.3896056,-0.469297,73,staple book,3
S029C003P088R001A066.skeleton,42.8128,-1.1149338,9.798955,78.786865,7.146471,1.1014898,2.8565025,-2.3875725,66,juggle table tennis ball,3
S021C003P059R002A062.skeleton,15.643847,13.561869,35.898624,-39.653633,7.7254987,3.3360858,1.7949002,-0.22762337,62,take off headphone,3
S012C002P019R001A051.skeleton,-9.918703,43.855328,-0.05148238,-3.4561422,9.049351,6.9451294,-2.8325264,1.1072222,51,kicking,2
S006C001P023R002A058.skeleton,17.457577,-59.388157,4.148609,26.710178,14.098106,-0.31080934,0.09443775,0.2830941,58,shaking hands,1
S019C001P047R002A068.skeleton,1.1454078,-64.31924,48.629578,-23.325874,13.2768955,-1.2091354,2.0355177,2.5233312,68,flick hair,1
S015C002P007R002A060.skeleton,40.545517,30.537865,59.421444,-21.250587,13.99073,8.513824,-1.3901535,-0.2895069,60,walking apart,2
S018C001P043R001A062.skeleton,61.875557,23.673136,52.385063,-27.823895,14.919385,10.239991,1.8300674,0.3141854,62,take off headphone,1
S025C001P058R001A113.skeleton,-29.291512,-1.8413569,-20.646303,54.524,12.682106,-2.1407933,0.99612975,1.2383498,113,cheers and drink,1
S030C002P095R001A081.skeleton,-27.779913,17.851273,-33.966957,52.421227,11.426069,3.6094563,0.21979943,0.09116912,81,toss a coin,2
S005C002P021R001A046.skeleton,-18.925343,14.317562,-55.570435,-13.375983,11.028195,2.5040855,-1.3327212,0.30478907,46,back pain,2
S028C001P048R002A118.skeleton,-3.212706,58.087162,-21.533257,-22.25958,9.005004,8.172726,0.77170104,-0.042748988,118,exchange things,1
S017C002P020R002A001.skeleton,-40.534477,-22.708776,54.66999,11.305865,10.521886,-3.2711923,1.5349531,-0.66595244,1,drink water,2
S031C003P044R001A084.skeleton,-40.38495,-32.22985,-12.475205,-20.013494,9.768076,-3.5837493,1.2309338,-3.498923,84,play magic cube,3
S006C002P023R001A007.skeleton,-29.91719,60.85738,-11.449156,-45.48538,7.099258,8.502508,0.26708928,0.1859711,7,throw,2
S001C002P007R001A026.skeleton,5.6615763,-25.268557,14.8401785,-28.085989,9.872278,-1.7349027,-1.9785208,-0.44777092,26,hopping,2
S023C003P062R002A080.skeleton,38.879047,-12.671269,-24.060888,47.970642,7.3795476,1.3111005,-4.043236,1.4369638,80,squat down,3
S010C001P013R002A055.skeleton,15.638445,20.614426,-53.48564,6.4570026,7.5199857,3.311231,-2.0083587,-0.7998647,55,hugging,1
S030C003P091R001A069.skeleton,-15.117977,-7.8518047,-31.941742,53.033463,12.207776,-0.2762853,1.2962248,1.1607319,69,thumb up,3
S030C001P011R002A092.skeleton,37.223515,-41.440907,-17.879662,-14.323929,7.657163,-1.5893686,-2.4508727,-0.72351944,92,move heavy objects,1
S018C003P008R001A117.skeleton,34.95092,-46.360245,23.77864,-23.295403,7.480674,-1.8130026,-1.9161162,0.10647142,117,whisper,3
S007C002P017R001A034.skeleton,-38.17451,46.79622,46.650246,-24.71902,6.6084895,7.2066483,1.6258839,-0.4959442,34,rub two hands,2
S024C003P057R001A081.skeleton,-22.670498,-56.450146,3.875332,31.796692,10.903609,-3.3489063,1.3327409,1.1500237,81,toss a coin,3
S023C002P061R002A117.skeleton,27.645191,-11.862868,-22.722559,73.12486,7.9064856,0.86088717,-3.189549,0.39807844,117,whisper,2
S014C001P027R001A004.skeleton,-20.020336,-36.90412,60.07563,-15.590111,11.908439,-3.1338816,1.0029557,0.8071474,4,brush hair,1
S029C003P048R002A066.skeleton,-5.4574733,53.721973,-46.387146,-13.422873,8.76084,7.835442,0.96515036,0.22064106,66,juggle table tennis ball,3
S012C001P015R001A012.skeleton,42.334126,35.0911,19.83352,21.300919,14.161471,8.393239,0.16355269,-0.69285667,12,writing,1
S009C003P016R002A028.skeleton,5.733534,10.241044,-48.39045,-23.406511,8.35867,3.0254853,-0.29581767,1.685488,28,phone call,3
S030C003P075R001A117.skeleton,20.268112,-0.023654286,-30.879839,-44.283478,8.233661,2.1571765,-2.0888236,0.17053793,117,whisper,3
S012C002P025R001A054.skeleton,-33.70502,53.556248,18.710085,-23.080069,6.72153,7.8105617,0.66779935,0.79191196,54,point finger,2
S013C002P008R001A050.skeleton,-6.1671567,-16.023443,52.111874,-27.16582,10.784379,-0.7414018,0.34500277,0.4853816,50,punch/slap,2
S021C003P058R001A117.skeleton,-6.8682456,15.421693,35.190212,-41.6361,9.711355,2.9708805,-3.1419492,-0.11076202,117,whisper,3
S029C002P044R002A084.skeleton,-40.55713,-32.34711,-11.092126,-14.210096,9.776874,-3.568582,0.81444174,-3.425291,84,play magic cube,2
S026C002P074R002A071.skeleton,2.8706906,-53.90922,0.46715724,53.741302,12.914867,-0.63620305,0.86370677,1.121644,71,make OK sign,2
S024C002P067R001A063.skeleton,35.058926,23.862186,11.425131,76.3097,15.358362,9.676002,1.260589,2.1855154,63,shoot at basket,2
S031C001P097R001A065.skeleton,-13.575837,-44.10318,0.011521684,15.653843,11.213152,-3.1036196,0.37147844,-0.13313544,65,tennis bat swing,1
S003C003P016R001A042.skeleton,10.371714,-14.219703,-76.38212,-21.646568,9.122177,-0.8164071,-3.6026485,0.30810723,42,staggering,3
S020C003P053R001A089.skeleton,-2.1847823,-30.498604,22.574194,24.847664,9.461907,-2.5460231,0.8618896,-2.9660559,89,put object into bag,3
S026C003P076R001A087.skeleton,2.9181738,-30.933754,-29.708334,-24.140127,9.76755,-1.8449589,0.54822505,-0.10933727,87,put on bag,3
S002C001P009R001A035.skeleton,32.759434,-31.530895,-53.755997,-12.548242,8.7992735,-0.082247116,-5.1878448,-0.20855987,35,nod head/bow,1
S006C003P008R002A057.skeleton,-24.974247,-34.156834,-33.459843,27.187798,12.179797,-2.1335437,0.1596495,0.4552679,57,touch pocket,3
S011C001P016R002A032.skeleton,39.15794,46.440166,-15.912549,18.2073,14.130959,7.604445,1.8336937,0.7197014,32,taking a selfie,1
S028C001P041R001A072.skeleton,33.36157,24.32716,9.195494,77.87367,15.340242,9.478065,0.34940287,0.9871612,72,make victory sign,1
S024C002P061R002A094.skeleton,3.0447211,-9.374549,13.014257,58.23058,11.8445635,0.3134466,-0.7873504,-0.37761056,94,throw up cap/hat,2
S023C002P062R002A063.skeleton,60.61622,28.934635,10.631931,54.471535,14.878368,9.687266,0.9812506,0.36884284,63,shoot at basket,2
S027C001P080R001A063.skeleton,-31.049377,-40.94959,24.336142,19.796896,11.477803,-3.8999853,0.6853667,-3.2635076,63,shoot at basket,1
S032C002P102R001A075.skeleton,-8.8153925,39.069897,-27.291105,-37.97766,9.217929,6.5616837,-0.5147115,-1.2148656,75,cutting nails,2
S019C003P048R001A098.skeleton,-21.021238,-54.13857,42.023766,13.759364,11.211637,-2.7799132,1.9109782,2.9245634,98,arm swings,3
S015C002P017R002A039.skeleton,-44.65406,-0.19056477,4.961258,-28.909365,11.3180275,1.307348,1.4600533,0.3855322,39,put palms together,2
S006C001P007R002A053.skeleton,-37.281746,52.853672,-62.576874,-16.25644,6.5103726,7.726457,-0.33057976,-0.7023467,53,pat on back,1
S031C002P041R002A063.skeleton,-8.51659,-37.894833,-18.880077,72.63494,10.067421,-2.4602778,1.117855,2.9287298,63,shoot at basket,2
S001C001P006R001A005.skeleton,-5.4756374,-66.09244,49.953484,13.44959,13.38633,-1.9336528,0.21848655,0.72266316,5,drop,1
S015C001P025R001A019.skeleton,31.779041,44.166878,22.849443,3.5432193,13.446357,7.606807,0.7225949,-0.47317323,19,take off glasses,1
S001C002P002R002A036.skeleton,56.62882,18.789125,32.489693,-16.17475,14.493151,10.095249,0.7572249,-0.26906186,36,shake head,2
S029C002P075R001A101.skeleton,-9.489664,43.082874,-8.641468,-20.604279,9.078266,6.7481875,-2.2670605,0.1062407,101,cross toe touch,2
S007C001P025R001A007.skeleton,22.647736,31.217659,26.528955,-30.208296,12.919193,6.3459334,0.47895768,1.5552564,7,throw,1
S002C003P007R002A058.skeleton,15.041979,-64.28976,-35.668415,9.662044,14.055555,-0.72323906,0.67028695,0.9108071,58,shaking hands,3
S032C003P067R001A092.skeleton,32.392853,-25.648157,-4.044045,-19.380459,8.203592,-0.11134083,-5.087263,2.5374534,92,move heavy objects,3
S011C003P038R001A051.skeleton,-21.12098,16.108086,-5.0020947,-10.014476,11.09906,2.720593,-1.2998586,0.18507528,51,kicking,3
S024C001P057R002A115.skeleton,-9.745953,25.313847,8.016751,75.164604,15.231277,9.377531,-0.14702559,2.2963526,115,take a photo,1
S030C002P092R002A066.skeleton,-1.1097977,-15.928624,-14.3737955,-15.344871,11.3877125,-1.2144355,0.60891753,-0.4043867,66,juggle table tennis ball,2
S031C003P051R001A108.skeleton,8.954396,-39.01461,-27.83942,-50.872395,9.734765,-1.1381998,-0.8430643,0.029005218,108,knock over,3
S029C002P049R002A113.skeleton,-25.111532,12.836257,1.7239348,52.84443,11.574246,2.8186824,-0.5097658,1.0701139,113,cheers and drink,2
S007C002P008R001A003.skeleton,-3.0839503,-43.76878,33.10279,-2.729679,12.742096,-2.2555928,0.32386798,0.5577813,3,brush teeth,2
S007C002P015R002A039.skeleton,-45.17565,-5.4778214,0.4761197,-29.422165,11.082454,0.7325328,1.6337156,-0.4113835,39,put palms together,2
S026C002P074R001A109.skeleton,-18.870476,-41.511963,-13.724226,67.29337,11.821755,-2.8319354,0.098256096,0.6918099,109,grab stuff,2
S008C001P031R002A013.skeleton,-54.091747,-27.833437,51.57162,-6.665455,9.398692,-4.2143993,1.5959698,-1.4827299,13,tear up paper,1
S010C003P017R001A046.skeleton,20.118057,31.546616,-13.870959,1.2054436,13.052553,6.597897,1.1455611,0.48992398,46,back pain,3
S022C002P066R002A106.skeleton,-25.807789,54.598835,-33.325535,56.105366,7.4037595,7.8893437,0.06300103,-0.23467542,106,hit with object,2
S020C001P054R001A108.skeleton,9.164403,-31.657276,27.080881,6.9000177,9.451511,-1.6397569,-0.5726595,-0.16048041,108,knock over,1
S028C001P087R001A107.skeleton,14.21084,-22.297192,12.819226,69.89995,14.598366,2.8772058,-0.20027661,1.193347,107,wield knife,1
S032C002P044R002A104.skeleton,-7.3981028,-35.588768,10.364774,-26.12219,9.885132,-2.393266,0.52673334,2.721504,104,stretch oneself,2
S032C002P106R002A064.skeleton,1.577676,-53.01602,29.893621,-22.90208,12.548382,-1.1265534,-0.6927693,-0.2490188,64,bounce ball,2
S019C001P041R001A074.skeleton,20.953941,-44.999588,40.703247,-21.344627,8.497243,-1.5434257,0.2047401,-1.0762146,74,counting money,1
S001C003P004R002A024.skeleton,4.900377,-2.3851635,10.939677,-43.923904,8.777911,2.1428704,-1.5962911,0.11482969,24,kicking something,3
S018C002P043R001A094.skeleton,-33.668602,0.22638626,15.984908,-36.458344,12.021255,3.1797626,1.3303183,1.8845314,94,throw up cap/hat,2
S032C001P044R002A095.skeleton,15.940939,-19.502666,13.144004,70.76137,14.733896,2.8697054,1.0354431,2.3039289,95,capitulate,1
S032C002P043R002A067.skeleton,14.490528,-20.703125,12.816931,70.880226,14.677065,2.8181586,1.0061017,0.71879417,67,hush,2
S020C001P054R001A113.skeleton,-5.4213448,-67.636955,34.896427,22.34745,13.341354,-2.1516,1.5555923,-0.22244573,113,cheers and drink,1
S007C002P027R001A025.skeleton,-42.99399,28.401268,37.33194,-7.6779404,12.355294,4.3093,0.07445666,-0.39847153,25,reach into pocket,2
S028C003P041R001A069.skeleton,67.44499,15.853285,21.701754,60.71435,14.460346,10.930592,0.9673005,-0.99698263,69,thumb up,3
S028C002P008R001A079.skeleton,-38.371708,28.542767,-15.057467,-40.28796,11.887189,4.340073,1.5087252,0.50862527,79,sniff/smell,2
S029C001P067R002A096.skeleton,-16.05019,-27.054659,-28.020391,73.35073,10.342049,-1.7342108,1.4957802,0.9927937,96,cross arms,1
S001C003P001R001A023.skeleton,41.001022,39.97784,48.808834,-31.132038,14.237884,7.775359,1.2785865,1.0369493,23,hand waving,3
S008C003P032R001A056.skeleton,-13.562427,-4.384734,62.300945,-10.591671,12.682856,0.43793172,0.6155733,-0.24962787,56,giving object,3
S012C002P028R001A028.skeleton,-32.875797,31.012285,57.218056,10.948993,11.557461,4.904391,2.2176204,-0.47253388,28,phone call,2
S031C002P085R001A087.skeleton,35.634995,16.926033,-23.786247,36.170612,13.450645,8.891584,1.3501961,0.3695116,87,put on bag,2
S024C001P060R001A069.skeleton,14.714819,-21.261026,9.686586,76.59749,14.707969,2.8451583,0.8336743,0.7008053,69,thumb up,1
S019C003P050R002A090.skeleton,17.973158,6.2201853,19.335197,20.2625,8.135136,3.572536,0.7908863,-1.6049412,90,take object out of bag,3
S025C001P065R001A102.skeleton,-11.750134,23.16737,13.227569,72.50767,11.467814,3.2383983,-0.42151088,1.5689898,102,side kick,1
S003C003P017R002A032.skeleton,-10.231795,32.813126,-67.68083,1.2260443,10.597879,6.4841757,0.16979349,-0.98303735,32,taking a selfie,3
S032C002P044R002A070.skeleton,15.120366,-21.100763,13.41967,71.156654,14.699423,2.8270528,1.0142566,1.4712157,70,thumb down,2
S031C003P097R002A100.skeleton,16.757034,16.137802,-12.107435,-22.35223,7.340341,3.2000058,-1.5756007,0.26050058,100,butt kicks,3
S030C003P041R001A102.skeleton,15.010646,-34.080395,0.5322795,-0.56859857,9.06927,-1.3218331,-2.5198553,0.33297575,102,side kick,3
S027C003P044R002A100.skeleton,21.261066,2.950131,18.0149,-2.3967888,7.9703007,2.6833935,-0.897857,-0.8834843,100,butt kicks,3
S022C002P062R001A104.skeleton,-27.34454,58.94102,74.46965,-8.059993,7.3069406,8.429526,0.07571824,-0.1703804,104,stretch oneself,2
S013C001P018R001A049.skeleton,47.048225,27.072283,22.460636,26.542856,13.937356,9.031577,1.224523,-0.32786593,49,fan self,1
S026C001P072R001A109.skeleton,-2.0022733,-45.32075,-21.86184,77.52336,12.788047,-2.3174672,-1.614227,-0.7949651,109,grab stuff,1
S030C003P011R001A073.skeleton,-40.28969,-24.497513,-7.6376915,3.3743453,10.491568,-3.4300933,1.3826311,-2.0571558,73,staple book,3
S023C003P060R001A077.skeleton,-6.838469,-58.76922,43.65404,29.044868,12.9411545,-1.6753032,0.6891971,0.90175295,77,snap fingers,3
S018C001P044R001A117.skeleton,-23.853928,25.475952,26.803516,-29.93676,11.069177,3.9316275,-1.2896343,0.9114532,117,whisper,1
S017C003P003R002A034.skeleton,7.28738,6.3634048,39.150585,5.910256,8.751207,3.2834713,1.9147117,-1.3592676,34,rub two hands,3
S024C003P060R001A117.skeleton,47.800182,-26.44984,4.20057,32.270805,7.312835,-0.70053625,-1.8325863,0.24911582,117,whisper,3
S024C001P060R001A120.skeleton,21.53701,48.769405,19.738914,44.738712,12.099762,7.494031,0.7993858,1.0152367,120,rock-paper-scissors,1
S011C001P007R001A043.skeleton,36.938034,-28.036287,-7.0909843,-27.413149,8.158504,-0.17793623,-4.9884496,1.6028744,43,falling down,1
S029C001P051R002A089.skeleton,26.457443,7.9375553,-32.089306,20.063194,8.38735,4.0547123,0.20418131,-3.089282,89,put object into bag,1
S018C001P041R001A090.skeleton,51.502544,-26.987633,27.538675,-27.969362,7.3834257,-0.9095446,-2.721566,-0.04710723,90,take object out of bag,1
S027C003P006R001A105.skeleton,-7.762519,-64.98278,18.106838,-4.052512,13.385777,-1.8346041,1.181754,1.5571369,105,blow nose,3
S031C001P085R002A097.skeleton,-8.817615,-27.290129,-21.61527,-12.557322,10.956395,-1.6634833,2.2518952,3.0956242,97,arm circles,1
S029C001P051R001A083.skeleton,-31.135302,0.8492488,-32.547516,21.09237,12.010465,0.6008074,1.3562291,-2.9746344,83,ball up paper,1
S020C002P041R002A062.skeleton,58.465523,21.631998,32.961246,-18.884615,14.798246,10.23856,2.2268865,1.5574354,62,take off headphone,2
S028C001P073R002A063.skeleton,-9.867936,-38.49437,-4.452556,-1.5103419,9.861922,-2.335367,0.35647446,1.8632296,63,shoot at basket,1
S026C002P076R001A078.skeleton,-35.0663,56.155357,-25.605707,-24.910112,6.6828194,8.179603,0.9252809,-0.2674241,78,open bottle,2
S029C003P075R002A089.skeleton,-2.3533905,45.86941,-60.435703,8.712133,10.310235,6.693969,0.98045254,0.21323547,89,put object into bag,3
S032C003P067R002A116.skeleton,12.302328,16.159119,-12.323051,2.507335,7.5517445,3.0981011,-0.47015563,-0.31985557,116,follow,3
S006C001P007R001A005.skeleton,1.2531825,-37.862762,21.720451,-29.019382,9.725947,-2.4036095,-1.8797398,-0.81130624,5,drop,1
S021C001P058R002A091.skeleton,30.219341,-46.269363,-11.831423,-47.27969,7.724756,-2.492222,0.72089183,-1.6922814,91,open a box,1
S014C001P025R001A004.skeleton,53.399956,28.981064,56.29055,15.460054,14.680591,9.483389,1.8192599,0.41861865,4,brush hair,1
S029C002P089R001A101.skeleton,-21.05335,31.587294,77.29885,-14.13974,10.695324,4.8960443,-2.153516,-0.70176166,101,cross toe touch,2
S026C001P075R001A089.skeleton,-39.8698,42.906372,-29.536407,-44.285606,6.756436,6.9816637,0.64743394,0.19810617,89,put object into bag,1
S027C001P043R002A097.skeleton,3.9607897,-61.305645,21.90674,22.957304,12.95294,-0.88011885,0.6357249,1.6659331,97,arm circles,1
S019C003P042R001A069.skeleton,52.537193,28.28036,17.561972,12.814977,14.659176,9.380033,1.4803454,0.41016483,69,thumb up,3
S011C002P027R001A020.skeleton,-37.365284,50.335457,-52.018917,-13.014143,6.438549,7.5721574,0.7053607,-0.09668231,20,put on a hat/cap,2
S026C002P051R002A086.skeleton,-46.510532,-34.771004,-47.753723,3.152361,10.184491,-4.045903,1.37826,-3.024718,86,apply cream on hand,2
S011C001P002R002A005.skeleton,-9.157687,-3.0952682,9.82229,-29.8999,10.250316,1.3935705,0.23885351,0.76545775,5,drop,1
S012C003P007R001A030.skeleton,-48.48499,-38.16027,43.276695,10.01826,10.362247,-4.2951474,0.85526335,-1.9371042,30,type on a keyboard,3
S008C002P001R002A014.skeleton,2.7978177,-13.498916,67.25957,-10.081762,9.865515,-0.30611256,-0.15661971,-0.7042787,14,put on jacket,2
S026C002P049R001A073.skeleton,-28.48589,-41.95086,-53.080467,-19.536642,11.714021,-3.6722102,1.144663,-1.8928831,73,staple book,2
S009C003P025R002A042.skeleton,10.92201,7.253795,-52.10869,-2.264859,8.486587,3.095783,-0.2066248,0.18880042,42,staggering,3
S023C003P059R002A068.skeleton,6.393247,9.5397625,31.761347,24.980465,8.605294,2.8801663,0.30818504,0.59040505,68,flick hair,3
S030C001P043R001A097.skeleton,-25.75984,-44.98421,-22.818872,10.987389,11.716248,-3.2518692,1.8800827,3.0515196,97,arm circles,1
S006C002P017R002A018.skeleton,-33.878902,-1.8053498,-17.135883,-45.91104,10.859025,1.8752288,0.9532677,-0.06528282,18,put on glasses,2
S023C002P067R001A065.skeleton,33.62795,24.570375,12.394579,78.656876,15.316157,9.472691,-0.45187417,1.9137822,65,tennis bat swing,2
S012C002P018R001A056.skeleton,-35.164524,21.296803,-15.03022,33.819336,11.898894,3.8738947,1.3519775,-0.23955461,56,giving object,2
S010C001P008R001A028.skeleton,50.177498,33.531506,-1.3330333,-24.482914,14.586571,8.921277,-0.14859743,-0.99615705,28,phone call,1
S015C003P015R002A057.skeleton,-16.061743,37.988464,-22.952076,33.304638,8.854515,5.9835253,-0.11991117,0.78761184,57,touch pocket,3
S006C002P016R001A058.skeleton,15.749591,29.84887,-18.384956,-58.312523,12.766862,6.493263,-0.8036537,-1.0217202,58,shaking hands,2
S028C002P073R002A062.skeleton,-21.21801,-51.888668,-23.884604,-18.87507,11.083384,-2.611331,2.4118655,2.0937774,62,take off headphone,2
S027C001P041R002A105.skeleton,34.5302,-46.171616,24.341106,23.10945,7.500112,-1.9418576,-1.3392172,0.11672285,105,blow nose,1
S032C002P008R001A077.skeleton,-38.987194,51.34586,4.3794746,-28.392883,6.361644,7.558033,1.1184808,-0.8378381,77,snap fingers,2
S023C002P057R001A118.skeleton,-32.124504,58.231285,-25.234657,5.132075,6.98246,8.278412,-0.16303122,-0.60659266,118,exchange things,2
S002C003P009R001A022.skeleton,-25.10372,-51.630573,-61.7746,-17.115572,11.253433,-2.9468179,2.0294514,4.291443,22,cheer up,3
S030C001P091R001A095.skeleton,-34.88718,-0.4247805,-23.717896,4.7939706,11.006719,1.8584745,1.7175109,3.6550467,95,capitulate,1
S017C003P009R002A022.skeleton,12.7706585,52.47085,8.429863,0.3389772,11.531763,7.560155,1.3432448,0.64563286,22,cheer up,3
S021C003P058R002A094.skeleton,11.451056,12.463234,38.06769,-37.35829,7.9485617,2.8906002,0.5128777,1.5818985,94,throw up cap/hat,3
S016C003P039R002A012.skeleton,7.163123,42.023983,64.11943,13.957608,10.806253,6.5087433,1.1147703,0.15173861,12,writing,3
S013C003P008R001A008.skeleton,13.2202835,-51.216587,1.5405326,-17.883451,13.579062,0.31495604,-1.8703511,-0.9207507,8,sit down,3
S029C001P090R002A075.skeleton,3.326499,13.533339,-33.17795,13.289473,9.203827,2.6953366,0.88192594,-1.4364778,75,cutting nails,1
S026C002P075R001A107.skeleton,-10.7779255,41.798435,-2.6399581,14.661868,9.004122,6.678139,-2.4682126,0.7168185,107,wield knife,2
S031C001P043R002A110.skeleton,14.595439,-23.82238,12.623317,67.28638,14.643906,2.7463095,-0.38582724,1.323464,110,shoot with gun,1
S032C001P102R002A072.skeleton,-10.092962,10.814018,-31.924294,-33.474728,10.755945,1.8778853,-0.6298294,-0.21052241,72,make victory sign,1
S026C002P071R001A086.skeleton,-42.54122,32.893898,-48.921272,-16.805315,12.122077,4.598733,0.41960707,-1.8355019,86,apply cream on hand,2
S026C001P008R002A090.skeleton,29.653143,38.173836,-15.271218,-46.14847,13.225486,7.856607,0.17893726,-0.29125687,90,take object out of bag,1
S012C002P008R001A028.skeleton,40.538864,44.79294,44.00433,29.262472,14.21365,7.641796,0.34807885,-0.28450155,28,phone call,2
S031C003P006R001A097.skeleton,-27.200935,-53.586025,-7.687834,-17.54939,11.45865,-3.3481655,1.903649,3.4133334,97,arm circles,3
S032C001P008R002A109.skeleton,-26.93582,2.027372,-39.7942,49.74619,11.871655,0.75733525,-0.18432897,0.4178537,109,grab stuff,1
